crime	crime: n. crime
criminal	criminal: n. criminal
criminalidade	criminalidade: n. criminality
crise	crise: n.f.ND. crisis, crise: n.f.sg. crisis, crise: n.f.pl. crisis
cristal	cristal: n. crystal
cristão	cristão: n. Christian, cristão: adj. Christian
critério	critério: n. criterion
criticar	criticar: criticize
crítico	crítico: n. critic, crítico: adj. critical
crónica	crónica: n. chronicle
crônica	crônica: n. chronicle
crónico	crónico: adj. chronic
crônico	crônico: adj. chronic
crucial	crucial: adj. crucial
cruel	cruel: adj. cruel, cruel: adj. ruthless
crueldade	crueldade: n. cruelty
cruzar	cruzar: cross
cruz	cruz: n. cross
cubano	cubano: adj. Cuban
cubo	cubo: n.m. bin, cubo: n.m. bucket
cuidado	cuidado: n.m. care, cuidado: n.m. cure
cuidar	cuidar: take care
culpa	culpa: n. blame, culpa: n. fault
culpar	culpar: blame
cultivo	cultivo: n. crop
culto	culto: n. cult, culto: adj. literate
cultura	cultura: n. culture
cultural	cultural: adj. cultural
cume	cume: n.f. peak
cumprir	cumprir: accomplish, cumprir: fulfil, cumprir: meet
cura	cura: n.f. care, cura: n.f. cure
curiosamente	curiosamente: adv. interestingly, curiosamente: adv. interestingly enough
curiosidade	curiosidade: n. curiosity
curioso	curioso: adj. curious
curso	curso: n. course
curto	curto: adj. short, curto: adj. witless
curva	curva: n. bend, curva: n. curve
custar	custar: cost
custo	custo: n. cost, custo: n. fee
dado	dado: n.m. data
dançar	dançar: dance
daninho	daninho: adj. harmful
dano	dano: n. damage, dano: n. injury
da noite para o dia	da noite para o dia: adv. from one day to the next
danoso	danoso: adj. harmful
dantes	dantes: adv. before
dar	dar: donate, dar: give
dar um beijo	dar um beijo: kiss
datar	datar: date
debaixo de	debaixo de: pr. under
debate	debate: n. debate
debater	debater: debate
deber	deber: vbmod. have to
débil	débil: adj. feeble, débil: adj. weak
debilidade	debilidade: n. weakness
década	década: n. decade
decadência	decadência: n. decadence, decadência: n. decay, decadência: n. decline
decepção	decepção: n.f. disappointment
decepcionar	decepcionar: disappoint
decidir	decidir: decide
decisão	decisão: n. decision
decisivo	decisivo: adj. decisive
declaração	declaração: n. statement
declarar	declarar: declare, declarar: state
decretar	decretar: decree
decreto	decreto: n. decree
de	de: pr. from, de: pr. of, de: pr. off
dedicar	dedicar: dedicate, dedicar: devote
dedo	dedo: n. finger, dedo: n. toe
dedução	dedução: n. deduction
deduzir	deduzir: deduce
de fato	de fato: adv. actually, de fato: adv. as a matter of fact, de fato: adv. in fact, de fato: adv. indeed
defender	defender: advocate, defender: defend
defensivo	defensivo: adj. defensive
defesa	defesa: n. defence
déficit	déficit: n. deficit
definição	definição: n. definition
definir	definir: define
definitivamente	definitivamente: adv. definitively
definitivo	definitivo: adj. definite, definitivo: adj. ultimate
defronte	defronte: adv. in front
degradar	degradar: degrade
degrau	degrau: n. stair
deixar	deixar: allow, deixar: give up, deixar: leave, deixar: lend, deixar: let
delegação	delegação: n. delegation
delegacia	delegacia: n. commissariat
delegado	delegado: n. delegate
delgado	delgado: adj. thin
delicadeza	delicadeza: n. delicacy
delicado	delicado: adj. delicate, delicado: adj. tricky
delito	delito: n. crime, delito: n. offence
demais	demais: adv. too much
demanda	demanda: n. demand
demasiadamente	demasiadamente: adv. too much
demasiado	demasiado: adv. too much
de má vontade	de má vontade: adv. reluctantly
demissão	demissão: n.f. dismissal
demitir	demitir: resign
democracia	democracia: n. democracy
democraticamente	democraticamente: adv. democratically
democrático	democrático: adj. democratic
de modo que	de modo que: cnjadv. so that
demográfico	demográfico: adj. demographical
demónio	demónio: n. demon
demônio	demônio: n. demon
demonstrar	demonstrar: demonstrate, demonstrar: show
denominar	denominar: call, denominar: denominate, denominar: name
densidade	densidade: n. density
denso	denso: adj. dense
dente	dente: n.m. tooth
dentro	dentro: adv. in, dentro: adv. within
denunciar	denunciar: denounce, denunciar: report
departamento	departamento: n. department
de passagem	de passagem: adv. in passing
dependência	dependência: n. dependence, dependência: n. dependency
depender	depender: depend
dependurar	dependurar: hang
depois de	depois de: pr. after
depois	depois: adv. after, depois: adv. afterwards, depois: adv. thereafter
deportação	deportação: n. deportation
deportar	deportar: deport
depositar	depositar: deposit
depósito	depósito: n. deposit, depósito: n. tank
depressa	depressa: adv. quickly
deputado	deputado: n. deputy
de repente	de repente: adv. all of a sudden, de repente: adv. on impulse, de repente: adv. out of the blue, de repente: adv. suddenly
derivar	derivar: derive
derramar	derramar: shed, derramar: spill
derrota	derrota: n. defeat
derrotar	derrotar: defeat
desabar	desabar: fall
desacordo	desacordo: n. disagreement
desafio	desafio: n. challenge
desaparecer	desaparecer: disappear
desaparecimento	desaparecimento: n.m. disappearance
desastre	desastre: n.m. disaster
desbloquear	desbloquear: unblock
descansar	descansar: rest
descaradamente	descaradamente: adv. blatantly
descendente	descendente: adj. downward
descenso	descenso: n. descent
descer	descer: descend
descoberta	descoberta: n.f. finding
descobrir	descobrir: discover, descobrir: find, descobrir: find out, descobrir: unveil
desconcertar	desconcertar: baffle
desconto	desconto: n. discount
descrever	descrever: depict, descrever: describe
descrição	descrição: n. description
desculpa	desculpa: n. excuse
desde	desde: pr. since
desdenhar	desdenhar: despise
desde que	desde que: cnjadv. since
desejar	desejar: desire, desejar: wish
desejo	desejo: n. desire, desejo: n. wish
desembocadura	desembocadura: n. mouth
desembocar	desembocar: discharge
desempenhar	desempenhar: occupy
desemprego	desemprego: n. unemployment
desencadear	desencadear: unchain
desenhador	desenhador: n. designer
desenhar	desenhar: design, desenhar: draw
desenho	desenho: n. design, desenho: n. drawing
desenvolver	desenvolver: develop
desenvolvimento	desenvolvimento: n. development, desenvolvimento: n. uncoiling
desequilíbrio	desequilíbrio: n. disequilibrium
deserto	deserto: n. desert
desespero	desespero: n.m. despair
desfazer	desfazer: undo
desfilar	desfilar: parade
desgosto	desgosto: n. discontent
desgraça	desgraça: n. misfortune
desgraçado	desgraçado: adj. miserable
designar	designar: designate
desigualdade	desigualdade: n. inequality
desinfectar	desinfectar: disinfect
desinfetar	desinfetar: disinfect
deslizar	deslizar: glide
deslocar	deslocar: displace
desmanchar	desmanchar: undo
desmentir	desmentir: explode
desnudar	desnudar: undress
desobediência	desobediência: n. disobedience
desolação	desolação: n. desolation
de sorte que	de sorte que: cnjadv. so that
despacho	despacho: n. dispatch
despedimento	despedimento: n. dismissal
despedir	despedir: fire, despedir: sack
despertar	despertar: awaken
despir	despir: undress
despojar	despojar: undress
desportista	desportista: n. sportsman
desportivo	desportivo: adj. sporting, desportivo: adj. sportive
desporto	desporto: n. sport
despregar	despregar: deploy
desprezar	desprezar: despise
desprezo	desprezo: n. contempt
destacar	destacar: highlight
desta guisa	desta guisa: adv. after this manner, desta guisa: adv. in this fashion, desta guisa: adv. in this way, desta guisa: adv. this way
destino	destino: n.m. destination, destino: n. fate
destroçar	destroçar: shatter
destruição	destruição: n. destruction
destruidor	destruidor: n. destroyer
destruir	destruir: destroy
desumano	desumano: adj. inhuman
desvanecer	desvanecer: dispel
desviar	desviar: divert
desvio	desvio: n.m. deviation
detalhar	detalhar: detail
detalhe	detalhe: n. detail
detectar	detectar: detect
detective	detective: n. detective, detective: n. investigator
detenção	detenção: n.f. arrest, detenção: n. arrest, detenção: n. detention
deter	deter: detain, deter: stop
determinação	determinação: n. determination
determinar	determinar: determine
detestar	detestar: detest
detetive	detetive: n. detective
detonar	detonar: detonate
detrás	detrás: adv. behind
deus	deus: n. god, deus: n. goddess
devagar	devagar: adv. slow, devagar: adv. slowly
devastar	devastar: devastate
dever	dever: n. duty, dever: n. duty, dever: n. duty, dever: n. homework, dever: n. homework, dever: vbmod. have to, dever: owe
devidamente	devidamente: adv. properly
devido a	devido a: pr. because of, devido a: pr. due to
devir	devir: become
devolver	devolver: return
dezanove	dezanove: num. nineteen
dezasseis	dezasseis: num. sixteen
dezassete	dezassete: num. seventeen
dez	dez: num. ten
dezembro	dezembro: n. December
dezena	dezena: n. ten
dezenove	dezenove: num. nineteen
dezesseis	dezesseis: num. sixteen
dezessete	dezessete: num. seventeen
dezoito	dezoito: num. eighteen
dia	dia: n. day
diagnóstico	diagnóstico: n. diagnostic
diagonal	diagonal: n. diagonal, diagonal: adj. diagonal
dialéctica	dialéctica: n. dialectics
dialecto	dialecto: n. dialect
dialética	dialética: n. dialectics
dialeto	dialeto: n. dialect
diálogo	diálogo: n. dialog, diálogo: n. dialogue
diamante	diamante: n. diamond
diante	diante: adv. in front
diariamente	diariamente: adv. daily, diariamente: adv. on a day-to-day basis
diário	diário: adj. daily, diário: adj. everyday
dicionário	dicionário: n. dictionary
didáctico	didáctico: adj. didactic
didático	didático: adj. didactic
diferença	diferença: n. difference
diferente	diferente: adj. different, diferente: adj.mf. distinct, diferente: adj. unlike
difícil	difícil: adj. difficult
dificilmente	dificilmente: adv. hardly, dificilmente: adv. scarcely
dificuldade	dificuldade: n. difficulty
dificultar	dificultar: hamper
digital	digital: adj. digital
dignidade	dignidade: n. dignity
digno	digno: adj. worthy
dimensão	dimensão: n. dimension
diminuição	diminuição: n. decline, diminuição: n. decrease
diminuir	diminuir: diminish
dinamarquês	dinamarquês: adj. Danish
dinâmico	dinâmico: adj. dynamic
diplomacia	diplomacia: n. diplomacy
diplomático	diplomático: adj. diplomatic
direção	direção: n. address
direcção	direcção: n. address, direcção: n. direction
directamente	directamente: adv. directly
directo	directo: adj.m.sg. direct, directo: adj.f.sg. direct, directo: adj.m.pl. direct, directo: adj.f.pl. direct, directo: adj.GD.pl. direct, directo: adj. direct
director	director: n. conductor, director: n. director, director: n. manager
directriz	directriz: n. guideline
direita	direita: n. right
direito	direito: n. law, direito: n. right, direito: adj. right, direito: adj. right-hand
diretamente	diretamente: adv. directly
direto	direto: adj.m.sg. direct, direto: adj.f.sg. direct, direto: adj.m.pl. direct, direto: adj.f.pl. direct, direto: adj. direct
diretor	diretor: n. conductor, diretor: n. director
diretriz	diretriz: n. guideline
dirigente	dirigente: n. leader
dirigir	dirigir: address, dirigir: aim, dirigir: conduct, dirigir: direct, dirigir: lead, dirigir: manage
disciplina	disciplina: n. discipline
disco	disco: n. disc, disco: n. disk
discórdia	discórdia: n. discord
discrepância	discrepância: n. discrepancy
discreto	discreto: adj. discreet
discriminação	discriminação: n. discrimination
discurso	discurso: n. discourse, discurso: n. speech
discussão	discussão: n. argument, discussão: n. discussion
discutir	discutir: argue
disfarce	disfarce: n.m. costume
disparar	disparar: discharge, disparar: fire, disparar: shoot
disparo	disparo: n. shot
disponível	disponível: adj. available
disposição	disposição: n. disposal, disposição: n. distribution, disposição: n. resolution, disposição: n. willingness
dispositivo	dispositivo: n. device
disputar	disputar: contest
dissolução	dissolução: n. dissolution
dissolver	dissolver: dissolve
distância	distância: n. distance
distante	distante: adj. distant
distinguir	distinguir: distinguish
distração	distração: n.f. distraction
distracção	distracção: n.f. distraction
distrair	distrair: distract
distribuição	distribuição: n. distribution
distribuir	distribuir: distribute
distrito	distrito: n. district
ditador	ditador: n. dictator
ditadura	ditadura: n. dictatorship
ditar	ditar: dictate
ditoso	ditoso: adj. joyous
diversidade	diversidade: n. diversity
diverso	diverso: adj. diverse, diverso: adj. varied
divertir	divertir: amuse
dívida	dívida: n.f. debt
dividir	dividir: divide
divino	divino: adj. divine
divisão	divisão: n. division
divorciar	divorciar: divorce
divórcio	divórcio: n. divorce
divulgar	divulgar: spread
dizer	dizer: say, dizer: tell
dobrar	dobrar: bend
doce	doce: adj.mf. mellow, doce: adj.mf. sweet
documentação	documentação: n. documentation
documental	documental: n. documentary, documental: adj. documentary
documentar	documentar: document
documento	documento: n. document
doença	doença: n. disease, doença: n. illness
doente	doente: adj.mf. ill, doente: adj.mf. sick
dólar	dólar: n. dollar
doloroso	doloroso: adj. painful
dom	dom: n. gift
do mesmo modo	do mesmo modo: adv. in the same way
doméstico	doméstico: adj. domestic
domicílio	domicílio: n. domicile
dominante	dominante: adj. dominant
dominar	dominar: dominate
domingo	domingo: n. Sunday
domínio	domínio: n. command
dono	dono: n.m. landlord, dono: n.f. owner
dor	dor: n.f. pain
dormir	dormir: sleep
dormitório	dormitório: n. bedroom
dose	dose: n.f.ND. dose, dose: n.f.sg. dose, dose: n.f.pl. dose
dourar	dourar: gild
doutor	doutor: n. doctor
doutrina	doutrina: n. doctrine
doze	doze: num. twelve
dragão	dragão: n. dragon
drama	drama: n. drama
dramático	dramático: adj. dramatic
dramaturgo	dramaturgo: n. dramatist
droga	droga: n. drug
duelo	duelo: n. duel
dupla	dupla: n. couple
duplo	duplo: adj.GD. double, duplo: adj.m. double, duplo: adj.f. double, duplo: adj.GD. twofold
duque	duque: n. duke
duração	duração: n. duration
duradouro	duradouro: adj. durable, duradouro: adj. lasting
durante	durante: pr. during, durante: pr. for, durante: pr. over, durante: pr. throughout
durar	durar: last
duro	duro: adj. hard, duro: adj. harsh, duro: adj. tough
dúvida	dúvida: n.f. doubt
duvidar	duvidar: doubt, duvidar: hesitate
dúzia	dúzia: n. dozen
eclesiástico	eclesiástico: adj. ecclesiastical
eco	eco: n. echo
ecológico	ecológico: adj. ecological
economia	economia: n. economics, economia: n. economy
economicamente	economicamente: adv. economically
económico	económico: adj. economic, económico: adj. economical
econômico	econômico: adj. economic, econômico: adj. economical
economista	economista: n. economist
edição	edição: n. edition
edifício	edifício: n. building
editar	editar: edit
editor	editor: n. editor, editor: n. publisher
educação	educação: n. education
educar	educar: educate
educativo	educativo: adj. educational, educativo: adj. educative
efectivamente	efectivamente: adv. sure enough
efectuar	efectuar: effect
efeito	efeito: n. effect
efémero	efémero: adj. ephemeral
efêmero	efêmero: adj. ephemeral
efetivamente	efetivamente: adv. sure enough
efetuar	efetuar: effect
eficácia	eficácia: n. efficiency
eficaz	eficaz: adj.mf.pl. effective, eficaz: adj.mf.sg. effective, eficaz: adj.mf.pl. efficient, eficaz: adj.mf.sg. efficient
eficazmente	eficazmente: adv. effectively
egípcio	egípcio: adj. Egyptian
egoísmo	egoísmo: n. selfishness
eixo	eixo: n. axis
elaborar	elaborar: elaborate
electricidade	electricidade: n. electricity
eléctrico	eléctrico: n. streetcar, eléctrico: n. tram, eléctrico: n. tramcar, eléctrico: n. tramway, eléctrico: adj. electrical
electrodoméstico	electrodoméstico: n. appliance
electrónico	electrónico: adj. electronic
elegante	elegante: adj. elegant, elegante: adj. fancy
eleger	eleger: choose, eleger: elect, eleger: pick
eleição	eleição: n.f. choice, eleição: n.f. election
eleitoral	eleitoral: adj. electoral
elementar	elementar: adj. elementary
elemento	elemento: n. element, elemento: n. item
eletricidade	eletricidade: n. electricity
elétrico	elétrico: adj. electrical
eletrodoméstico	eletrodoméstico: n. appliance
eletrônico	eletrônico: adj. electronic
elevado	elevado: adj. overhead
elevador	elevador: n. elevator, elevador: n. lift
elevar	elevar: elevate
eliminação	eliminação: n. disposal, eliminação: n. elimination, eliminação: n. removal
eliminar	eliminar: delete, eliminar: eliminate
elite	elite: n. elite
elogio	elogio: n. praise
eludir	eludir: evade
em abundância	em abundância: adv. in abundance, em abundância: adv. in plenty
embaixada	embaixada: n. embassy
embaixador	embaixador: n. ambassador
embaixo de	embaixo de: pr. under
embaixo	embaixo: adv. under
embarcação	embarcação: n. craft
embarcar	embarcar: embark, embarcar: ship
embora	embora: cnjadv. although
embrião	embrião: n. embryo
em cima	em cima: adv. above, em cima: adv. on, em cima: adv. uppermost
em consequência de	em consequência de: pr. as a consequence of
em curto prazo	em curto prazo: adv. in the short term, em curto prazo: adv. on a short-term basis, em curto prazo: adv. on a small scale
em	em: pr. at, em: pr. in, em: pr. on
emenda	emenda: n. amendment
emergência	emergência: n. emergency
emergente	emergente: adj. emergent
em frente	em frente: adv. in front
emigrante	emigrante: n. emigrant, emigrante: adj. migrant
emigrar	emigrar: emigrate, emigrar: migrate
emissão	emissão: n. broadcast, emissão: n. emission, emissão: n. release
emitir	emitir: issue
em longo prazo	em longo prazo: adv. on a long-term basis
em massa	em massa: adj.mf.sp. massive, em massa: adv. massively
em media	em media: adv. on the average
emoção	emoção: n. emotion, emoção: n. excitement, emoção: n. thrill
emocional	emocional: adj. emotional
emocionalmente	emocionalmente: adv. emotionally
emocionar	emocionar: thrill
empate	empate: n. tie
empreender	empreender: tackle, empreender: undertake
empregar	empregar: employ
emprego	emprego: n.m. employment, emprego: n.m. occupation
empresa	empresa: n. company, empresa: n. corporation, empresa: n. enterprise, empresa: n. firm
empresarial	empresarial: adj. business
empresário	empresário: n. employer
emprestar	emprestar: loan
empréstimo	empréstimo: n. loan
em primeiro lugar	em primeiro lugar: adv. firstly, em primeiro lugar: adv. in the first instance, em primeiro lugar: adv. in the first place
empurrão	empurrão: n.m. drive, empurrão: n.m. push
empurrar	empurrar: push, empurrar: thrust
em redor	em redor: adv. around
em seguida	em seguida: adv. forthwith, em seguida: adv. immediately, em seguida: adv. in a little while, em seguida: adv. in short order, em seguida: adv. right away, em seguida: adv. straight away, em seguida: adv. then and there, em seguida: adv. there and then
em troca	em troca: adv. in exchange, em troca: adv. in return, em troca: adv. in turn
em vão	em vão: adv. in vain
em vez de	em vez de: pr. instead of
encabeçar	encabeçar: head
encadear	encadear: chain
encantar	encantar: love
encarcerar	encarcerar: imprison
encarnar	encarnar: embody
encarregado	encarregado: n. attendant
encerramento	encerramento: n. closing
encerrar	encerrar: conclude
encher	encher: fill
encontrar	encontrar: come across, encontrar: encounter, encontrar: find
encontro	encontro: n.m. meeting
encrespar	encrespar: crimp
endémico	endémico: adj. endemical
endereço	endereço: n.m. address
endurecer	endurecer: toughen
energético	energético: adj. energetic
energia	energia: n. energy, energia: n. power
enérgico	enérgico: adj. forceful
enfeitar	enfeitar: garnish
enfermagem	enfermagem: n. infirmary
enfermaria	enfermaria: n. infirmary
enfermeiro	enfermeiro: n. nurse
enfermidade	enfermidade: n. illness
enfim	enfim: adv. finally
enfoque	enfoque: n. approach
enfrentar	enfrentar: confront
enganar	enganar: cheat, enganar: deceive, enganar: trap
engenharia	engenharia: n. engineering
engenheiro	engenheiro: n. engineer
enlaçar	enlaçar: link
enorme	enorme: adj. enormous, enorme: adj. huge, enorme: adj. tremendous
enormemente	enormemente: adv. enormously
enquanto	enquanto: cnjadv. as, enquanto: cnjadv. while
enriquecimento	enriquecimento: n. enrichment
ensaio	ensaio: n. essay, ensaio: n. rehearsal
ensinamento	ensinamento: n.f. education, ensinamento: n.f. teaching
ensinar	ensinar: teach
ensino	ensino: n.m. education, ensino: n.m. teaching
então	então: adv. then
entender	entender: understand
entendimento	entendimento: n.m. understanding
enterrar	enterrar: bury
entidade	entidade: n. entity
entrada	entrada: n. entrance, entrada: n. entry, entrada: n. input, entrada: n. ticket
entranhar	entranhar: comport
entrar	entrar: come in, entrar: go in, entrar: step into
entre	entre: pr. amid, entre: pr. among, entre: pr. amongst, entre: pr. between
entrega	entrega: n.f. delivery
entregar	entregar: hand, entregar: rid, entregar: submit
entrever	entrever: glimpse
entrevista	entrevista: n. interview
entrevistar	entrevistar: interview
entusiasmar	entusiasmar: excite
entusiasmo	entusiasmo: n. enthusiasm
envelhecer	envelhecer: age
envergonhar	envergonhar: embarrass
enviar	enviar: forward, enviar: send, enviar: send in
envolver	envolver: pack, envolver: wrap
envolvimento	envolvimento: n.m. implication, envolvimento: n.m. involvement
eólico	eólico: adj. aeolian
epidemia	epidemia: n. epidemic
episódio	episódio: n.m. anecdote, episódio: n. episode
época	época: n. period
equatoriano	equatoriano: adj. Ecuadorian
equilibrar	equilibrar: balance
equilíbrio	equilíbrio: n. balance, equilíbrio: n. equilibrium
equipa	equipa: n.f. gear, equipa: n.f. team
equipamento	equipamento: n. equipment
equipar	equipar: equip, equipar: instrument
equipe	equipe: n.f. team
equivalente	equivalente: adj. equivalent
erradicar	erradicar: eradicate
erro	erro: n. error
erróneo	erróneo: adj. erroneous
errôneo	errôneo: adj. erroneous
erupção	erupção: n. eruption
erva	erva: n. grass
escada	escada: n.f. scale, escada: n.f. scale, escada: n.f. stair, escada: n.f. stair
escândalo	escândalo: n. scandal
escasso	escasso: adj. scarce
escocês	escocês: n. Scottish, escocês: adj. Scottish
escolar	escolar: adj. school
escolha	escolha: n.f. election
escolher	escolher: choose
escombro	escombro: n. demolition
esconder	esconder: hide
esconderijo	esconderijo: n. hide
escorregar	escorregar: slip
escravo	escravo: n. slave
escrever	escrever: type, escrever: write
escrita	escrita: n. writing
escrito	escrito: n. writing
escritor	escritor: n. writer
escritório	escritório: n.m. office
escritura	escritura: n. writing
escudo	escudo: n. shield
escurecer	escurecer: darken
escuridade	escuridade: n. darkness
escuridão	escuridão: n. dark, escuridão: n. darkness
escuro	escuro: adj. dark, escuro: adj. obscure
escutar	escutar: listen
esforço	esforço: n. effort
esfregar	esfregar: rub
esgotar	esgotar: deplete
esmola	esmola: n. alms
espacial	espacial: adj. space, espacial: adj. spatial
espaço	espaço: n. blank, espaço: n. space
espada	espada: n. sword
espanhol	espanhol: n. Spaniard, espanhol: adj. Spanish
espantar	espantar: scare
especial	especial: adj. special
especialista	especialista: n. specialist
especialmente	especialmente: adv. especially, especialmente: adv. specially
espécie	espécie: n. species
especificamente	especificamente: adv. specifically
especificar	especificar: specify
específico	específico: adj. specific
espectacular	espectacular: adj. spectacular
espectáculo	espectáculo: n. show
espectador	espectador: n. viewer
espectro	espectro: n. spectrum
especulação	especulação: n. speculation
especulativo	especulativo: adj. speculative
espelho	espelho: n. mirror
esperança	esperança: n. hope
esperar	esperar: await, esperar: expect, esperar: hope, esperar: wait
espetacular	espetacular: adj. spectacular
espetáculo	espetáculo: n. show
espionagem	espionagem: n.f. espionage
espírito	espírito: n. spirit
espiritual	espiritual: adj. spiritual
esplendor	esplendor: n.m. splendour
esporte	esporte: n. sport
esportivo	esportivo: adj. sportive
esquecer	esquecer: forget
esqueleto	esqueleto: n. skeleton
esquema	esquema: n. diagram, esquema: n. outline, esquema: n. scheme
esquentamento	esquentamento: n. warming
esquentar	esquentar: heat
esquerdista	esquerdista: adj.mf. left-handed
esquerdo	esquerdo: adj. lefthand
esqui	esqui: n. ski
esquí	esquí: n. ski
esse	esse: det. this, esse: prn. this
estabelecer	estabelecer: establish
estabelecimento	estabelecimento: n. establishment
estação	estação: n. season, estação: n. station
estacionamento	estacionamento: n. parking
estacionar	estacionar: park
estadia	estadia: n. stay
estádio	estádio: n. stadium
estado	estado: n. state, estado: n. status
estância	estância: n. chamber, estância: n. stay
estar	estar: stand
estatal	estatal: adj. state
estatístico	estatístico: adj. statistical
estátua	estátua: n. statue
estatutário	estatutário: adj. statutory
estatuto	estatuto: n. statute
este	este: det. this, este: prn. this, este: prn. this
estender	estender: extend, estender: spread
estéril	estéril: adj. barren
estético	estético: adj. aesthetic
esticar	esticar: pull, esticar: strain, esticar: stretch
estilo	estilo: n. style
estimar	estimar: love
estimulação	estimulação: n. stimulation
estimular	estimular: boost, estimular: stimulate
estímulo	estímulo: n. stimulus
estipular	estipular: stipulate
estômago	estômago: n. stomach, estômago: n. stomach
estorvar	estorvar: disturb
estrada	estrada: n. highway, estrada: n. road
estrangeiro	estrangeiro: n. alien, estrangeiro: n. foreigner, estrangeiro: adj. foreign
estratégia	estratégia: n. strategy
estratégico	estratégico: adj. strategic
estréia	estréia: n.f. première
estreitamente	estreitamente: adv. tightly
estreito	estreito: adj. narrow
estrela	estrela: n. star
estrella	estrella: n. star
estridente	estridente: adj. strident
estritamente	estritamente: adv. strictly
estrito	estrito: adj. strict
estrutura	estrutura: n. frame, estrutura: n. structure
estrutural	estrutural: adj. structural
estudante	estudante: n.mf. student
estudar	estudar: study
estúdio	estúdio: n. studio, estúdio: n. study
estudo	estudo: n. studio, estudo: n. study
estufa	estufa: n. oven, estufa: n. stove
estupidez	estupidez: n. stupidity
estúpido	estúpido: adj. stupid
etapa	etapa: n. stage
eternamente	eternamente: adv. evermore
eternidade	eternidade: n. eternity
eterno	eterno: adj. eternal
ético	ético: adj. ethical
etiqueta	etiqueta: n. label
etiquetar	etiquetar: label
etnia	etnia: n. ethnic group
étnico	étnico: adj. ethnic
euro	euro: n. euro
europeu	europeu: n. European, europeu: adj. European
eutanásia	eutanásia: n. euthanasia
evacuação	evacuação: n. evacuation
evacuar	evacuar: evacuate
evento	evento: n. event
eventual	eventual: adj. eventual
evidência	evidência: n. evidence, evidência: n. exhibit
evidente	evidente: adj. evident
evidentemente	evidentemente: adv. evidently, evidentemente: adv. obviously
evitar	evitar: avoid, evitar: prevent
evocar	evocar: evoke
evolução	evolução: n. evolution
evoluir	evoluir: evolve
exactamente	exactamente: adv. exactly, exactamente: adv. just
exacto	exacto: adj. exact
exagerar	exagerar: exaggerate
exame	exame: n. exam, exame: n. examination
examinar	examinar: examine
exatamente	exatamente: adv. exactly
exato	exato: adj. exact
exceção	exceção: n. exception
excelente	excelente: adj. excellent
excepção	excepção: n. exception
excepcional	excepcional: adj. exceptional, excepcional: adj. outstanding
excepto	excepto: pr. but, excepto: pr. except, excepto: pr. except for
excessivamente	excessivamente: adv. excessively
excessivo	excessivo: adj. excessive
excesso	excesso: n. excess
exceto	exceto: pr. except
excitação	excitação: n. excitation
exclamar	exclamar: exclaim
excluir	excluir: exclude
exclusão	exclusão: n. exclusion
exclusivamente	exclusivamente: adv. exclusively
exclusivo	exclusivo: adj. exclusive
execução	execução: n. execution
executivo	executivo: n. executive
exemplo	exemplo: n. example
exercer	exercer: exert
exercício	exercício: n. exercise
exército	exército: n. army
exibir	exibir: exhibit
exílio	exílio: n. exile
existência	existência: n. existence
existente	existente: adj. existent
existir	existir: exist
êxito	êxito: n. success
expansão	expansão: n. expansion
expectativa	expectativa: n. expectation
expedição	expedição: n. expedition
expediente	expediente: n. file
experiência	experiência: n. experience
experimentar	experimentar: experience, experimentar: undergo
experimento	experimento: n. experiment
explicação	explicação: n. explanation
explicar	explicar: explain
explodir	explodir: explode, explodir: exploit
exploração	exploração: n. exploitation, exploração: n. exploration
explorar	explorar: explore
explosão	explosão: n. burst, explosão: n. explosion
explosivo	explosivo: n. explosive, explosivo: adj. explosive
expor	expor: expose
exportação	exportação: n. export
exportar	exportar: export
exposição	exposição: n. exhibit, exposição: n. exhibition, exposição: n. exposure
expressamente	expressamente: adv. on purpose, expressamente: adv. purposely
expressão	expressão: n. expression
exprimir	exprimir: express
expulsão	expulsão: n. expulsion
expulsar	expulsar: expel
êxtase	êxtase: n.m.ND. ecstasy, êxtase: n.m.sg. ecstasy, êxtase: n.m.pl. ecstasy
extensão	extensão: n. extension, extensão: n. extent
extenso	extenso: adj. extensive
exterior	exterior: n. outside, exterior: adj. exterior, exterior: adj. outdoor, exterior: adj. outer, exterior: adj. outside
externo	externo: adj. external
extinção	extinção: n. extinction
extorsão	extorsão: n. extortion
extração	extração: n. extraction
extracção	extracção: n. extraction
extradição	extradição: n. extradition
extrair	extrair: extract
extraordinariamente	extraordinariamente: adv. extraordinarily, extraordinariamente: adv. remarkably
extraordinário	extraordinário: adj. exquisite, extraordinário: adj. extraordinary
extremamente	extremamente: adv. exceedingly, extremamente: adv. extremely, extremamente: adv. monumentally
extremo	extremo: n. extreme, extremo: adj. extreme
fabricação	fabricação: n. manufacture, fabricação: n. manufacturing
fábrica	fábrica: n. factory
fabricante	fabricante: n. maker, fabricante: n. manufacturer
fabricar	fabricar: manufacture
faca	faca: n.f. knife
facção	facção: n. faction
faceta	faceta: n. facet
fachada	fachada: n. façade
facial	facial: adj. facial
fácil	fácil: adj. easy
facilidade	facilidade: n. ease, facilidade: n. facility
facilitar	facilitar: facilitate
facilmente	facilmente: adv. easily, facilmente: adv. effortlessly
facto	facto: n. fact
factor	factor: n. factor
facturação	facturação: n. turnover
factura	factura: n. bill, factura: n. invoice
faiscante	faiscante: adj.mf. shiny
fala	fala: n. speech
falar	falar: discuss, falar: speak, falar: talk
falecer	falecer: die
